NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_356	RNASE1	675	3.3299999237060547	0.33707267	Yes	
row_357	GPC1	681	3.2899999618530273	0.3354244	Yes	
row_358	LGALS3BP	690	3.25	0.33188218	Yes	
row_359	SCD	701	3.200000047683716	0.32707736	Yes	
row_360	GPX4	703	3.200000047683716	0.32795432	Yes	
row_361	PFN2	704	3.200000047683716	0.32946262	Yes	
row_362	EDF1	706	3.1700000762939453	0.3303396	Yes	
row_363	SRP9	710	3.1600000858306885	0.32995397	Yes	
row_364	PLP2	711	3.1600000858306885	0.33146226	Yes	
row_365	STRAP	712	3.140000104904175	0.33297056	Yes	
row_366	ID2	713	3.140000104904175	0.33447886	Yes	
row_367	LGALS3	716	3.119999885559082	0.33472452	Yes	
row_368	C1QA	717	3.119999885559082	0.3362328	Yes	
row_369	PSAP	719	3.119999885559082	0.3371098	Yes	
row_370	PRDX6	722	3.0999999046325684	0.33735546	Yes	
row_371	EFEMP1	724	3.0999999046325684	0.33823246	Yes	
row_372	DAD1	725	3.0899999141693115	0.33974075	Yes	
row_373	TSFM	739	3.0399999618530273	0.33304197	No	
row_374	CAPNS1	740	3.0399999618530273	0.33455026	No	
row_375	GNG5	742	3.0299999713897705	0.33542725	No	
row_376	GSTO1	746	3.0299999713897705	0.3350416	No	
row_377	IGFBP5	747	3.0199999809265137	0.3365499	No	
row_378	PYGB	757	2.9700000286102295	0.33237636	No	
row_379	MDK	758	2.9600000381469727	0.3338847	No	
row_380	ARPC3	761	2.950000047683716	0.33413035	No	
row_381	BSG	774	2.9000000953674316	0.3280629	No	
row_382	CD163	779	2.880000114440918	0.32704592	No	
row_383	TNC	780	2.869999885559082	0.3285542	No	
row_384	PGRMC1	791	2.8299999237060547	0.3237494	No	
row_385	PFDN2	792	2.8299999237060547	0.3252577	No	
row_386	DPYSL2	793	2.819999933242798	0.32676598	No	
row_387	HLA-DRA	797	2.799999952316284	0.32638034	No	
row_388	HOPX	800	2.7899999618530273	0.326626	No	
row_389	TIMP2	802	2.7899999618530273	0.327503	No	
row_390	BCAN	803	2.7799999713897705	0.3290113	No	
row_391	GLUD1	804	2.7799999713897705	0.3305196	No	
row_392	COX8A	806	2.7799999713897705	0.33139655	No	
row_393	RAB1B	807	2.7799999713897705	0.33290485	No	
row_394	ODC1	809	2.7699999809265137	0.33378184	No	
row_395	AP2S1	810	2.7699999809265137	0.33529013	No	
row_396	APLP2	811	2.759999990463257	0.33679843	No	
row_397	TAGLN	818	2.740000009536743	0.33451885	No	
row_398	SRGN	819	2.740000009536743	0.33602715	No	
row_399	FSCN1	821	2.740000009536743	0.3369041	No	
row_400	SRI	832	2.690000057220459	0.3320993	No	
row_401	PTMA	839	2.6700000762939453	0.3298197	No	
row_402	MORF4L2	844	2.6600000858306885	0.32880273	No	
row_403	S100A11	848	2.640000104904175	0.3284171	No	
row_404	APH1A	849	2.640000104904175	0.3299254	No	
row_405	OS9	856	2.609999895095825	0.3276458	No	
row_406	RABAC1	860	2.5999999046325684	0.32726017	No	
row_407	CD151	863	2.5899999141693115	0.32750583	No	
row_408	FHL1	866	2.5799999237060547	0.32775152	No	
row_409	FKBP8	875	2.549999952316284	0.3242093	No	
row_410	TMSB4X	883	2.5199999809265137	0.3212984	No	
row_411	TUBB2B	887	2.490000009536743	0.32091275	No	
row_412	CALU	898	2.4600000381469727	0.31610793	No	
row_413	RASSF2	901	2.4600000381469727	0.3163536	No	
row_414	MYL12B	909	2.430000066757202	0.3134427	No	
row_415	IGFBP4	912	2.430000066757202	0.31368837	No	
row_416	IGFBP7	916	2.4000000953674316	0.31330273	No	
row_417	GAP43	920	2.4000000953674316	0.31291708	No	
row_418	TAGLN2	921	2.4000000953674316	0.31442538	No	
row_419	STMN1	923	2.390000104904175	0.31530234	No	
row_420	ROMO1	930	2.369999885559082	0.31302276	No	
row_421	ADCYAP1R1	932	2.359999895095825	0.31389976	No	
row_422	BTG2	943	2.3299999237060547	0.3090949	No	
row_423	CST3	948	2.319999933242798	0.30807796	No	
row_424	HTRA1	952	2.299999952316284	0.30769232	No	
row_425	PEBP1	954	2.2899999618530273	0.3085693	No	
row_426	ATP6V0B	957	2.2699999809265137	0.30881497	No	
row_427	HLA-E	959	2.2699999809265137	0.30969197	No	
row_428	VEGFB	961	2.259999990463257	0.31056893	No	
row_429	CLIC1	962	2.25	0.31207722	No	
row_430	EMP3	965	2.240000009536743	0.3123229	No	
row_431	OLIG2	966	2.240000009536743	0.3138312	No	
row_432	MARCKS	968	2.2300000190734863	0.31470817	No	
row_433	RAB11B	971	2.2200000286102295	0.31495386	No	
row_434	IFITM1	974	2.2100000381469727	0.31519952	No	
row_435	CSPG5	980	2.190000057220459	0.31355125	No	
row_436	C1QC	1005	2.1500000953674316	0.29990804	No	
row_437	ALDOC	1009	2.140000104904175	0.2995224	No	
row_438	DDR1	1010	2.140000104904175	0.3010307	No	
row_439	IGFBP2	1011	2.140000104904175	0.302539	No	
row_440	MT2A	1014	2.119999885559082	0.30278465	No	
row_441	TXNIP	1016	2.109999895095825	0.3036616	No	
row_442	MAGED2	1019	2.0999999046325684	0.3039073	No	
row_443	NUCB1	1023	2.0899999141693115	0.30352166	No	
row_444	MAGED1	1024	2.0899999141693115	0.30502996	No	
row_445	CKB	1027	2.0799999237060547	0.30527562	No	
row_446	SBDS	1028	2.0799999237060547	0.3067839	No	
row_447	NAMPT	1033	2.069999933242798	0.30576697	No	
row_448	FEZ1	1038	2.0299999713897705	0.30475	No	
row_449	TSC22D4	1047	2.0199999809265137	0.30120778	No	
row_450	TRMT112	1053	2.0	0.29955953	No	
row_451	POSTN	1056	2.0	0.2998052	No	
row_452	ID3	1058	1.9900000095367432	0.3006822	No	
row_453	CD59	1077	1.9500000476837158	0.29082683	No	
row_454	KDELR1	1080	1.940000057220459	0.2910725	No	
row_455	FMOD	1087	1.9299999475479126	0.2887929	No	
row_456	CHCHD2	1097	1.9199999570846558	0.2846194	No	
row_457	AP1S1	1098	1.909999966621399	0.2861277	No	
row_458	ALOX5AP	1101	1.909999966621399	0.28637335	No	
